Date	Tavg
06/10/1995	22.50
07/10/1995	27.72
08/10/1995	26.17
09/10/1995	27.61
10/10/1995	26.67
11/10/1995	24.50
12/10/1995	25.44
13/10/1995	23.56
17/10/1995	24.83
23/10/1995	25.39
24/10/1995	24.78
25/10/1995	25.17
28/10/1995	27.94
31/10/1995	25.50
01/11/1995	25.00
03/11/1995	25.56
05/11/1995	26.72
06/11/1995	27.61
07/11/1995	23.89
08/11/1995	25.50
09/11/1995	25.89
11/11/1995	23.50
12/11/1995	24.67
14/11/1995	24.00
15/11/1995	24.39
17/11/1995	24.06
18/11/1995	26.22
19/11/1995	26.00
20/11/1995	25.44
22/11/1995	26.33
24/11/1995	25.61
25/11/1995	24.72
26/11/1995	27.17
27/11/1995	25.83
28/11/1995	25.83
29/11/1995	27.17
30/11/1995	27.39
02/12/1995	26.28
03/12/1995	27.22
04/12/1995	26.39
05/12/1995	26.39
06/12/1995	26.72
08/12/1995	23.39
10/12/1995	27.28
14/12/1995	26.44
15/12/1995	24.39
16/12/1995	26.50
18/12/1995	27.50
21/12/1995	23.94
22/12/1995	26.56
24/12/1995	24.22
26/12/1995	23.78
27/12/1995	23.50
28/12/1995	23.06
29/12/1995	25.39
30/12/1995	24.61
02/01/1996	25.22
05/01/1996	26.06
06/01/1996	22.17
08/01/1996	25.83
10/01/1996	24.72
12/01/1996	23.61
13/01/1996	23.33
14/01/1996	23.39
15/01/1996	25.00
16/01/1996	23.28
17/01/1996	27.17
18/01/1996	27.89
20/01/1996	26.89
22/01/1996	25.44
23/01/1996	24.61
25/01/1996	22.72
26/01/1996	26.17
27/01/1996	24.28
28/01/1996	21.78
29/01/1996	22.39
30/01/1996	27.89
31/01/1996	23.28
02/02/1996	27.06
05/02/1996	23.67
07/02/1996	24.06
10/02/1996	23.50
11/02/1996	28.78
13/02/1996	24.22
14/02/1996	21.56
15/02/1996	26.11
16/02/1996	25.89
17/02/1996	23.17
18/02/1996	21.00
19/02/1996	22.94
20/02/1996	26.17
22/02/1996	26.11
27/02/1996	26.78
28/02/1996	25.17
01/03/1996	25.61
02/03/1996	26.56
04/03/1996	28.28
05/03/1996	29.11
06/03/1996	28.67
08/03/1996	26.17
09/03/1996	28.61
12/03/1996	25.28
14/03/1996	26.67
15/03/1996	25.17
20/03/1996	21.94
21/03/1996	21.11
22/03/1996	25.50
23/03/1996	26.00
25/03/1996	21.39
26/03/1996	21.56
27/03/1996	21.94
28/03/1996	23.83
29/03/1996	25.44
31/03/1996	25.72
01/04/1996	21.78
09/04/1996	27.17
11/04/1996	22.94
14/04/1996	27.44
15/04/1996	23.78
16/04/1996	22.72
17/04/1996	24.72
18/04/1996	26.28
19/04/1996	25.06
20/04/1996	27.72
21/04/1996	24.56
22/04/1996	25.50
23/04/1996	25.44
24/04/1996	24.78
25/04/1996	25.11
26/04/1996	25.72
27/04/1996	26.56
28/04/1996	25.56
29/04/1996	24.44
02/05/1996	23.44
04/05/1996	25.72
05/05/1996	25.72
07/05/1996	23.28
08/05/1996	25.89
09/05/1996	26.94
13/05/1996	23.00
14/05/1996	25.50
15/05/1996	24.56
16/05/1996	25.89
17/05/1996	24.22
19/05/1996	25.28
20/05/1996	24.22
21/05/1996	24.56
22/05/1996	24.56
24/05/1996	23.83
25/05/1996	22.89
27/05/1996	23.61
28/05/1996	23.28
30/05/1996	27.56
31/05/1996	22.83
02/06/1996	25.67
04/06/1996	24.56
06/06/1996	25.61
07/06/1996	25.78
10/06/1996	20.89
12/06/1996	23.39
13/06/1996	22.78
14/06/1996	21.72
15/06/1996	24.67
16/06/1996	22.22
17/06/1996	23.17
18/06/1996	23.94
19/06/1996	22.89
20/06/1996	21.33
21/06/1996	26.33
22/06/1996	23.61
23/06/1996	23.44
24/06/1996	23.94
25/06/1996	22.78
26/06/1996	23.11
27/06/1996	26.72
28/06/1996	24.89
29/06/1996	24.06
30/06/1996	22.39
02/07/1996	25.00
03/07/1996	26.00
04/07/1996	23.83
05/07/1996	24.94
06/07/1996	22.56
08/07/1996	24.44
09/07/1996	22.67
10/07/1996	25.06
11/07/1996	22.50
12/07/1996	21.72
13/07/1996	24.44
14/07/1996	22.39
15/07/1996	20.89
16/07/1996	21.78
17/07/1996	23.17
18/07/1996	23.11
19/07/1996	24.00
20/07/1996	24.67
22/07/1996	24.39
23/07/1996	23.67
24/07/1996	23.72
25/07/1996	22.67
26/07/1996	22.56
27/07/1996	26.78
28/07/1996	23.44
29/07/1996	22.17
30/07/1996	22.44
31/07/1996	21.22
01/08/1996	24.78
02/08/1996	26.06
03/08/1996	25.61
04/08/1996	25.44
05/08/1996	22.72
06/08/1996	23.17
07/08/1996	22.33
08/08/1996	24.39
09/08/1996	22.33
10/08/1996	23.06
11/08/1996	26.61
12/08/1996	25.61
13/08/1996	22.56
14/08/1996	24.11
15/08/1996	22.72
16/08/1996	22.89
17/08/1996	23.06
18/08/1996	24.89
19/08/1996	23.61
20/08/1996	21.94
21/08/1996	24.33
23/08/1996	24.33
24/08/1996	22.83
25/08/1996	23.67
26/08/1996	25.11
27/08/1996	24.39
28/08/1996	22.39
29/08/1996	24.17
30/08/1996	24.44
31/08/1996	24.22
02/09/1996	21.67
03/09/1996	23.11
06/09/1996	24.78
10/09/1996	24.11
11/09/1996	24.11
12/09/1996	22.39
13/09/1996	22.56
14/09/1996	23.00
15/09/1996	20.72
16/09/1996	24.50
17/09/1996	27.72
18/09/1996	23.89
19/09/1996	25.17
20/09/1996	25.22
21/09/1996	23.56
22/09/1996	26.39
23/09/1996	26.72
24/09/1996	24.78
25/09/1996	26.44
26/09/1996	24.61
27/09/1996	25.28
28/09/1996	25.22
29/09/1996	24.22
30/09/1996	23.33
01/10/1996	25.56
03/10/1996	23.50
04/10/1996	24.00
06/10/1996	24.44
07/10/1996	24.11
08/10/1996	24.67
09/10/1996	22.67
10/10/1996	24.39
12/10/1996	24.44
13/10/1996	26.78
14/10/1996	25.78
15/10/1996	24.06
16/10/1996	25.28
17/10/1996	26.00
18/10/1996	25.22
19/10/1996	26.11
21/10/1996	23.89
22/10/1996	23.67
23/10/1996	26.39
24/10/1996	27.06
25/10/1996	26.39
26/10/1996	24.83
27/10/1996	25.39
28/10/1996	25.56
30/10/1996	24.72
31/10/1996	25.72
02/11/1996	24.94
04/11/1996	26.61
06/11/1996	25.39
08/11/1996	26.28
09/11/1996	22.56
10/11/1996	26.00
11/11/1996	26.17
12/11/1996	28.17
15/11/1996	23.06
17/11/1996	27.11
18/11/1996	26.11
19/11/1996	28.11
20/11/1996	25.61
23/11/1996	26.00
25/11/1996	22.44
26/11/1996	27.44
27/11/1996	24.06
29/11/1996	21.89
30/11/1996	22.67
02/12/1996	24.33
05/12/1996	26.94
07/12/1996	24.78
08/12/1996	23.94
09/12/1996	20.22
10/12/1996	24.00
11/12/1996	23.17
12/12/1996	24.11
14/12/1996	23.39
15/12/1996	24.00
16/12/1996	23.39
17/12/1996	24.17
18/12/1996	24.06
19/12/1996	24.33
20/12/1996	27.28
21/12/1996	27.83
22/12/1996	23.50
23/12/1996	20.33
24/12/1996	24.89
26/12/1996	28.44
27/12/1996	24.72
29/12/1996	27.89
31/12/1996	25.44
02/01/1997	26.94
03/01/1997	25.00
08/01/1997	25.89
09/01/1997	25.28
10/01/1997	21.72
12/01/1997	25.67
14/01/1997	25.06
15/01/1997	26.06
16/01/1997	23.50
17/01/1997	23.33
18/01/1997	25.61
19/01/1997	23.56
20/01/1997	25.89
21/01/1997	23.83
22/01/1997	25.61
23/01/1997	23.67
24/01/1997	23.78
25/01/1997	23.94
26/01/1997	23.06
27/01/1997	23.11
28/01/1997	25.78
29/01/1997	24.89
30/01/1997	25.83
31/01/1997	24.89
01/02/1997	25.50
03/02/1997	25.33
04/02/1997	25.83
05/02/1997	21.56
06/02/1997	26.11
07/02/1997	27.00
08/02/1997	26.56
09/02/1997	27.22
12/02/1997	21.72
15/02/1997	25.33
20/02/1997	25.94
21/02/1997	24.44
23/02/1997	26.56
24/02/1997	26.89
25/02/1997	25.94
27/02/1997	27.72
03/03/1997	27.22
06/03/1997	27.83
07/03/1997	26.83
08/03/1997	25.78
09/03/1997	25.94
10/03/1997	26.28
11/03/1997	25.22
12/03/1997	28.83
14/03/1997	23.33
16/03/1997	25.56
17/03/1997	25.39
18/03/1997	25.72
20/03/1997	26.72
21/03/1997	27.94
23/03/1997	25.78
24/03/1997	26.06
25/03/1997	24.44
27/03/1997	24.83
28/03/1997	28.11
29/03/1997	25.83
31/03/1997	20.44
07/04/1997	20.50
08/04/1997	19.72
09/04/1997	23.06
10/04/1997	21.39
11/04/1997	23.50
13/04/1997	22.61
14/04/1997	22.89
15/04/1997	22.67
16/04/1997	20.83
21/04/1997	23.22
22/04/1997	24.67
23/04/1997	26.56
24/04/1997	21.39
25/04/1997	21.72
26/04/1997	21.39
27/04/1997	26.67
28/04/1997	24.00
29/04/1997	24.28
11/05/1997	20.56
14/05/1997	20.11
15/05/1997	22.83
16/05/1997	22.06
17/05/1997	22.17
19/05/1997	23.11
20/05/1997	23.61
21/05/1997	26.61
22/05/1997	23.28
23/05/1997	23.11
25/05/1997	23.28
26/05/1997	23.00
27/05/1997	26.89
28/05/1997	22.72
30/05/1997	25.67
31/05/1997	23.33
02/06/1997	21.72
03/06/1997	24.33
04/06/1997	24.72
05/06/1997	23.44
08/06/1997	21.72
09/06/1997	25.17
10/06/1997	25.72
12/06/1997	24.17
13/06/1997	25.83
14/06/1997	23.72
15/06/1997	20.72
16/06/1997	22.94
18/06/1997	24.22
19/06/1997	22.06
20/06/1997	22.28
21/06/1997	23.39
22/06/1997	23.72
23/06/1997	22.72
24/06/1997	23.83
25/06/1997	21.00
26/06/1997	25.17
27/06/1997	24.17
28/06/1997	22.94
29/06/1997	25.83
30/06/1997	22.44
03/07/1997	20.39
04/07/1997	22.50
05/07/1997	23.06
06/07/1997	23.33
07/07/1997	23.11
08/07/1997	21.94
09/07/1997	22.94
11/07/1997	25.22
12/07/1997	23.11
13/07/1997	22.28
14/07/1997	24.72
15/07/1997	25.78
16/07/1997	24.17
17/07/1997	24.94
18/07/1997	24.89
19/07/1997	20.72
20/07/1997	25.22
21/07/1997	24.56
22/07/1997	23.06
23/07/1997	24.28
24/07/1997	24.94
25/07/1997	24.06
26/07/1997	24.78
27/07/1997	25.83
28/07/1997	25.44
29/07/1997	26.11
30/07/1997	26.50
31/07/1997	25.61
01/08/1997	22.17
06/08/1997	24.67
08/08/1997	24.33
09/08/1997	23.56
10/08/1997	25.89
11/08/1997	24.22
12/08/1997	25.83
13/08/1997	23.28
14/08/1997	24.94
15/08/1997	21.67
16/08/1997	23.72
17/08/1997	24.00
18/08/1997	24.50
19/08/1997	24.44
20/08/1997	23.72
21/08/1997	24.50
22/08/1997	25.61
23/08/1997	23.28
25/08/1997	24.78
26/08/1997	25.67
27/08/1997	25.00
28/08/1997	26.06
29/08/1997	24.56
30/08/1997	26.89
31/08/1997	26.78
01/09/1997	25.89
02/09/1997	26.39
03/09/1997	26.22
04/09/1997	25.83
05/09/1997	24.72
06/09/1997	27.89
07/09/1997	25.50
08/09/1997	25.83
09/09/1997	26.11
10/09/1997	26.50
11/09/1997	24.50
12/09/1997	24.22
14/09/1997	25.00
15/09/1997	25.39
16/09/1997	25.39
17/09/1997	24.89
18/09/1997	25.56
19/09/1997	26.50
20/09/1997	26.78
21/09/1997	26.50
22/09/1997	26.44
23/09/1997	28.94
24/09/1997	26.78
25/09/1997	26.67
26/09/1997	27.33
27/09/1997	29.50
29/09/1997	26.67
30/09/1997	26.11
01/10/1997	26.11
02/10/1997	24.06
05/10/1997	24.06
06/10/1997	25.44
07/10/1997	25.17
08/10/1997	23.44
09/10/1997	28.06
12/10/1997	28.33
13/10/1997	25.39
14/10/1997	28.56
15/10/1997	26.44
16/10/1997	25.22
18/10/1997	26.72
20/10/1997	25.00
22/10/1997	23.39
23/10/1997	26.83
24/10/1997	25.50
25/10/1997	23.44
27/10/1997	23.83
28/10/1997	24.83
30/10/1997	23.83
01/11/1997	27.06
02/11/1997	23.22
03/11/1997	26.67
04/11/1997	24.56
05/11/1997	23.00
06/11/1997	24.00
07/11/1997	26.44
09/11/1997	24.44
10/11/1997	23.11
11/11/1997	25.17
12/11/1997	26.28
13/11/1997	25.72
14/11/1997	24.72
15/11/1997	20.56
16/11/1997	23.17
17/11/1997	22.72
19/11/1997	23.72
20/11/1997	22.44
21/11/1997	19.72
22/11/1997	21.67
23/11/1997	28.06
24/11/1997	24.78
25/11/1997	24.44
26/11/1997	22.39
27/11/1997	25.00
28/11/1997	22.67
29/11/1997	22.78
01/12/1997	22.06
02/12/1997	23.28
03/12/1997	21.17
04/12/1997	23.06
05/12/1997	22.00
06/12/1997	22.67
07/12/1997	22.28
08/12/1997	21.94
09/12/1997	22.28
10/12/1997	24.56
11/12/1997	22.17
12/12/1997	23.11
13/12/1997	25.89
14/12/1997	22.89
15/12/1997	23.72
17/12/1997	23.50
18/12/1997	21.17
19/12/1997	24.94
20/12/1997	23.44
21/12/1997	24.28
22/12/1997	25.28
23/12/1997	21.67
24/12/1997	24.11
10/01/1998	21.11
11/01/1998	21.89
12/01/1998	21.89
13/01/1998	22.78
14/01/1998	21.72
23/01/1998	24.33
24/01/1998	28.28
26/01/1998	27.28
30/01/1998	27.83
01/02/1998	26.61
05/02/1998	26.11
06/02/1998	28.67
09/02/1998	24.22
10/02/1998	22.44
11/02/1998	22.33
12/02/1998	19.72
13/02/1998	25.72
14/02/1998	26.50
16/02/1998	22.50
17/02/1998	26.28
18/02/1998	25.39
19/02/1998	20.61
20/02/1998	24.11
22/02/1998	26.28
24/02/1998	27.33
25/02/1998	28.72
26/02/1998	25.61
27/02/1998	25.50
28/02/1998	28.72
01/03/1998	23.22
02/03/1998	23.00
03/03/1998	26.00
04/03/1998	25.89
05/03/1998	27.33
06/03/1998	26.00
08/03/1998	21.56
09/03/1998	23.39
10/03/1998	23.61
11/03/1998	26.94
12/03/1998	25.61
13/03/1998	26.67
14/03/1998	28.17
15/03/1998	26.17
16/03/1998	26.50
17/03/1998	26.83
18/03/1998	25.50
19/03/1998	26.56
20/03/1998	26.33
21/03/1998	25.17
22/03/1998	25.33
23/03/1998	24.44
25/03/1998	24.44
26/03/1998	23.83
28/03/1998	25.83
29/03/1998	24.61
31/03/1998	24.78
01/04/1998	25.39
02/04/1998	28.00
04/04/1998	24.00
06/04/1998	23.56
07/04/1998	22.72
09/04/1998	25.06
10/04/1998	23.72
14/04/1998	27.00
15/04/1998	21.94
16/04/1998	24.33
20/04/1998	23.17
21/04/1998	23.72
22/04/1998	23.17
24/04/1998	24.67
27/04/1998	22.50
28/04/1998	27.28
29/04/1998	27.39
30/04/1998	24.67
01/05/1998	27.44
04/05/1998	22.50
05/05/1998	21.39
08/05/1998	26.78
09/05/1998	21.78
12/05/1998	23.50
13/05/1998	23.28
19/05/1998	24.61
20/05/1998	23.94
21/05/1998	22.72
22/05/1998	29.33
23/05/1998	24.72
24/05/1998	25.72
25/05/1998	25.78
26/05/1998	22.39
27/05/1998	22.72
28/05/1998	26.17
29/05/1998	23.89
01/06/1998	25.44
02/06/1998	24.83
04/06/1998	26.17
06/06/1998	22.50
07/06/1998	24.11
08/06/1998	23.00
10/06/1998	24.72
13/06/1998	20.00
15/06/1998	24.44
19/06/1998	23.33
21/06/1998	21.44
22/06/1998	25.72
23/06/1998	23.06
24/06/1998	22.22
30/06/1998	24.17
02/07/1998	22.72
04/07/1998	17.89
06/07/1998	25.78
11/07/1998	25.22
12/07/1998	24.89
13/07/1998	24.89
20/07/1998	18.72
22/07/1998	23.44
23/07/1998	23.06
06/08/1998	18.89
13/08/1998	19.17
14/08/1998	20.61
24/08/1998	22.72
31/08/1998	21.50
07/09/1998	24.33
09/09/1998	22.11
10/09/1998	23.78
12/09/1998	28.22
14/09/1998	23.11
15/09/1998	23.72
16/09/1998	27.33
17/09/1998	22.56
24/09/1998	20.39
29/09/1998	20.67
06/10/1998	23.17
16/10/1998	25.00
02/11/1998	25.94
16/11/1998	26.22
15/12/1998	25.56
19/12/1998	25.33
23/12/1998	20.00
06/06/1999	23.67
26/06/1999	25.33
27/07/1999	24.78
10/08/1999	25.50
14/08/1999	24.06
30/08/1999	23.72
03/09/1999	23.33
24/09/1999	25.06
27/09/1999	28.22
20/10/1999	24.44
21/10/1999	23.33
23/10/1999	24.11
24/10/1999	23.50
