Date	Rainfall
27/08/1997	0
29/08/1997	0
30/08/1997	0
31/08/1997	0
1/9/1997	0
3/9/1997	0
4/9/1997	0
5/9/1997	0
6/9/1997	0
7/9/1997	0
8/9/1997	0
9/9/1997	0
10/9/1997	0
11/9/1997	0
12/9/1997	0
14/09/1997	0
15/09/1997	0
16/09/1997	0
17/09/1997	7.874
18/09/1997	1.016
19/09/1997	6.096
20/09/1997	0
21/09/1997	3.048
22/09/1997	0
23/09/1997	0
24/09/1997	0.254
25/09/1997	10.922
26/09/1997	0
27/09/1997	0
28/09/1997	1.016
29/09/1997	6.096
30/09/1997	0
1/10/1997	0
2/10/1997	3.048
3/10/1997	0
4/10/1997	0
6/10/1997	0
7/10/1997	3.048
9/10/1997	0
10/10/1997	0
12/10/1997	6.096
13/10/1997	1.016
14/10/1997	4.064
15/10/1997	0
16/10/1997	0
17/10/1997	0
18/10/1997	0
19/10/1997	0
20/10/1997	0
21/10/1997	0
22/10/1997	0
23/10/1997	0
24/10/1997	0
25/10/1997	0
26/10/1997	0
27/10/1997	3.048
28/10/1997	5.08
30/10/1997	2.032
31/10/1997	0.508
1/11/1997	0
2/11/1997	0
3/11/1997	0
4/11/1997	0
5/11/1997	0
6/11/1997	0
7/11/1997	0
8/11/1997	0
9/11/1997	0
10/11/1997	0
11/11/1997	0
12/11/1997	0.508
13/11/1997	1.016
14/11/1997	0
15/11/1997	0
16/11/1997	0
17/11/1997	0
18/11/1997	0
19/11/1997	0
20/11/1997	0
21/11/1997	0
22/11/1997	0
23/11/1997	0
24/11/1997	0
25/11/1997	0
26/11/1997	0
27/11/1997	0
28/11/1997	7.874
29/11/1997	2.032
30/11/1997	0
1/12/1997	0
2/12/1997	0
3/12/1997	0
4/12/1997	0
5/12/1997	0
6/12/1997	0
7/12/1997	0
8/12/1997	0
9/12/1997	0
10/12/1997	0
11/12/1997	0
13/12/1997	1.016
14/12/1997	3.048
15/12/1997	0
17/12/1997	0.508
18/12/1997	0
19/12/1997	4.064
21/12/1997	7.874
22/12/1997	18.034
23/12/1997	3.048
24/12/1997	5.08
25/12/1997	0
26/12/1997	0
27/12/1997	0
28/12/1997	1.016
29/12/1997	0
30/12/1997	1.016
1/1/1998	2.032
2/1/1998	0
3/1/1998	0
4/1/1998	0
5/1/1998	25.908
6/1/1998	3.048
7/1/1998	0
8/1/1998	0
10/1/1998	0
11/1/1998	1.016
13/01/1998	0
14/01/1998	0
16/01/1998	0
17/01/1998	4.064
18/01/1998	0
19/01/1998	0
22/01/1998	0
26/01/1998	0
27/01/1998	0
28/01/1998	0
29/01/1998	0
30/01/1998	0
31/01/1998	0
2/2/1998	0
3/2/1998	0
4/2/1998	39.116
5/2/1998	4.064
7/2/1998	0
8/2/1998	2.032
9/2/1998	0
10/2/1998	0
11/2/1998	0
12/2/1998	0
13/02/1998	2.032
14/02/1998	1.016
15/02/1998	0
16/02/1998	0
17/02/1998	0
18/02/1998	0
19/02/1998	9.906
20/02/1998	0.508
21/02/1998	0
22/02/1998	0
23/02/1998	0
24/02/1998	0
25/02/1998	0
26/02/1998	0
27/02/1998	0
28/02/1998	0
3/3/1998	0
4/3/1998	0
5/3/1998	0
6/3/1998	0
7/3/1998	4.064
10/3/1998	0
11/3/1998	0
12/3/1998	0
14/03/1998	0
15/03/1998	3.048
16/03/1998	0
17/03/1998	0
18/03/1998	0
20/03/1998	0
22/03/1998	0
23/03/1998	0
26/03/1998	0
27/03/1998	0
28/03/1998	0
29/03/1998	0
1/4/1998	0
3/4/1998	0
5/4/1998	0
7/4/1998	0
8/4/1998	0
9/4/1998	0
10/4/1998	0
11/4/1998	0
12/4/1998	0
13/04/1998	0
14/04/1998	0
15/04/1998	0
16/04/1998	0
17/04/1998	0
19/04/1998	0
20/04/1998	0
21/04/1998	0
22/04/1998	0
23/04/1998	0
24/04/1998	0
25/04/1998	0
26/04/1998	0
27/04/1998	0
28/04/1998	0
29/04/1998	0
30/04/1998	0
1/5/1998	24.892
2/5/1998	22.098
3/5/1998	7.112
4/5/1998	0
5/5/1998	7.874
6/5/1998	30.988
7/5/1998	13.97
8/5/1998	27.94
9/5/1998	8.89
10/5/1998	0
11/5/1998	2.032
12/5/1998	5.08
13/05/1998	0
15/05/1998	6.096
16/05/1998	5.08
17/05/1998	3.048
18/05/1998	0
19/05/1998	0
20/05/1998	1.016
21/05/1998	3.048
22/05/1998	0
23/05/1998	14.986
24/05/1998	0.508
25/05/1998	66.04
27/05/1998	1.016
28/05/1998	7.112
29/05/1998	6.096
1/6/1998	13.97
2/6/1998	7.112
3/6/1998	3.048
4/6/1998	1.016
5/6/1998	18.034
6/6/1998	2.032
8/6/1998	16.002
9/6/1998	18.034
10/6/1998	0
12/6/1998	0
13/06/1998	2.032
14/06/1998	16.002
15/06/1998	0.508
16/06/1998	29.972
17/06/1998	16.002
19/06/1998	6.096
20/06/1998	0
21/06/1998	14.986
22/06/1998	0
23/06/1998	0
24/06/1998	0
25/06/1998	0
26/06/1998	0
27/06/1998	0.508
28/06/1998	0
29/06/1998	0
1/7/1998	0
3/7/1998	0
4/7/1998	0
5/7/1998	0
6/7/1998	0
7/7/1998	0
8/7/1998	0
9/7/1998	0
10/7/1998	0
11/7/1998	0
12/7/1998	0
20/07/1998	0
22/07/1998	0
23/07/1998	0
24/07/1998	0
26/07/1998	0
8/8/1998	0
9/8/1998	0
10/8/1998	6.096
11/8/1998	0
14/08/1998	2.032
15/08/1998	0
17/08/1998	0.508
18/08/1998	0
19/08/1998	0
22/08/1998	0
23/08/1998	0
24/08/1998	0
27/08/1998	0
28/08/1998	0
31/08/1998	2.032
1/9/1998	9.906
5/9/1998	0
6/9/1998	1.016
7/9/1998	9.906
9/9/1998	0
10/9/1998	0
12/9/1998	0
13/09/1998	0
14/09/1998	0
15/09/1998	0
16/09/1998	0
18/09/1998	0
23/09/1998	0
29/09/1998	0
1/10/1998	0
2/10/1998	0
3/10/1998	0
5/10/1998	0
6/10/1998	0
9/10/1998	0
14/10/1998	0
15/10/1998	0
16/10/1998	3.048
20/10/1998	0
24/11/1998	0
1/12/1998	0
2/12/1998	0
4/12/1998	0
5/12/1998	1.016
17/12/1998	2.032
27/12/1998	0
29/04/1999	0
11/10/1999	0
13/11/1999	0
