Date 	Tmin 	Tmax
15/07/1996	17.67	17.67
16/07/1996	17.33	17.33
17/07/1996	16.89	16.89
18/07/1996	18.22	18.22
19/07/1996	15.89	15.89
21/07/1996	16.28	16.28
22/07/1996	15.61	15.61
23/07/1996	15.56	15.56
24/07/1996	15.00	15.00
25/07/1996	20.00	20.00
26/07/1996	18.56	18.56
27/07/1996	16.50	16.50
28/07/1996	15.22	15.22
29/07/1996	14.44	14.44
30/07/1996	15.72	15.72
31/07/1996	14.44	14.44
02/08/1996	15.72	15.72
03/08/1996	17.67	17.67
04/08/1996	17.44	17.44
05/08/1996	17.67	17.67
06/08/1996	17.83	17.83
07/08/1996	17.06	17.06
08/08/1996	18.39	18.39
09/08/1996	17.72	17.72
10/08/1996	17.94	17.94
11/08/1996	14.89	14.89
12/08/1996	17.33	17.33
13/08/1996	17.72	17.72
14/08/1996	20.06	20.06
15/08/1996	18.22	18.22
16/08/1996	19.50	19.50
17/08/1996	17.72	17.72
18/08/1996	17.67	17.67
19/08/1996	16.00	16.00
20/08/1996	16.44	16.44
21/08/1996	20.39	20.39
22/08/1996	18.83	18.83
23/08/1996	18.44	18.44
24/08/1996	17.11	17.11
25/08/1996	17.33	17.33
26/08/1996	18.06	18.06
27/08/1996	19.22	19.22
28/08/1996	16.89	16.89
29/08/1996	18.00	18.00
30/08/1996	17.28	17.28
31/08/1996	18.11	18.11
03/09/1996	18.89	18.89
04/09/1996	17.89	17.89
05/09/1996	21.67	21.67
06/09/1996	23.56	23.56
08/09/1996	17.06	17.06
09/09/1996	19.83	19.83
10/09/1996	20.33	20.33
11/09/1996	16.44	16.44
12/09/1996	22.06	22.06
13/09/1996	18.28	18.28
14/09/1996	20.94	20.94
15/09/1996	19.61	19.61
16/09/1996	19.44	19.44
20/09/1996	18.44	18.44
21/09/1996	17.17	17.17
23/09/1996	18.56	18.56
24/09/1996	19.72	19.72
25/09/1996	17.50	17.50
26/09/1996	16.94	16.94
27/09/1996	17.28	17.28
28/09/1996	18.44	18.44
29/09/1996	18.89	18.89
30/09/1996	17.56	17.56
01/10/1996	21.89	21.89
