Date	Rainfall
06/03/1997	0
07/03/1997	0
08/03/1997	0
09/03/1997	0
10/03/1997	0
11/03/1997	0
12/03/1997	0
14/03/1997	0
16/03/1997	0
17/03/1997	0
18/03/1997	0
20/03/1997	0
21/03/1997	0
23/03/1997	0
24/03/1997	0
25/03/1997	0.28
27/03/1997	0
28/03/1997	0
29/03/1997	0.08
31/03/1997	0
07/04/1997	1.69
08/04/1997	2.76
09/04/1997	1.3
10/04/1997	0.04
11/04/1997	0
13/04/1997	0.28
14/04/1997	1.1
15/04/1997	0.83
16/04/1997	0.04
21/04/1997	0
22/04/1997	0
23/04/1997	0
24/04/1997	0.02
25/04/1997	0.12
26/04/1997	0.04
27/04/1997	0
28/04/1997	0.04
29/04/1997	0.2
11/05/1997	0.24
14/05/1997	0.71
15/05/1997	0.16
16/05/1997	0
17/05/1997	0
19/05/1997	0
20/05/1997	0
21/05/1997	0
22/05/1997	0
23/05/1997	0
25/05/1997	0
26/05/1997	0
27/05/1997	0
28/05/1997	0
30/05/1997	0
31/05/1997	0
02/06/1997	0
03/06/1997	0
04/06/1997	0
05/06/1997	0
08/06/1997	0
09/06/1997	0
10/06/1997	0
12/06/1997	0
13/06/1997	0
14/06/1997	0
15/06/1997	0
16/06/1997	0.02
18/06/1997	0.28
19/06/1997	0.04
20/06/1997	1.02
21/06/1997	0
22/06/1997	0
23/06/1997	0
24/06/1997	0
25/06/1997	0
26/06/1997	0
27/06/1997	0
28/06/1997	0
29/06/1997	0
30/06/1997	0
03/07/1997	0
04/07/1997	0.24
05/07/1997	0
06/07/1997	0
07/07/1997	0
08/07/1997	0
09/07/1997	0
11/07/1997	0
12/07/1997	0
13/07/1997	0
14/07/1997	0
15/07/1997	0
16/07/1997	0
17/07/1997	0
18/07/1997	0
19/07/1997	0
20/07/1997	0
21/07/1997	0
22/07/1997	0
23/07/1997	0
24/07/1997	0
25/07/1997	0
26/07/1997	0
27/07/1997	0
28/07/1997	0
29/07/1997	0
30/07/1997	0
31/07/1997	0
01/08/1997	0
06/08/1997	0
09/08/1997	0.47
10/08/1997	0
11/08/1997	0
12/08/1997	0
13/08/1997	0
14/08/1997	0
15/08/1997	0
16/08/1997	0
17/08/1997	0
18/08/1997	0
19/08/1997	0
20/08/1997	0
21/08/1997	0
22/08/1997	0
23/08/1997	0
25/08/1997	0
26/08/1997	0
27/08/1997	0
28/08/1997	0
29/08/1997	0
30/08/1997	0
31/08/1997	0
01/09/1997	0
02/09/1997	0
03/09/1997	0
04/09/1997	0
05/09/1997	0
06/09/1997	0
07/09/1997	0
08/09/1997	0
09/09/1997	0
10/09/1997	0
11/09/1997	0
12/09/1997	0
14/09/1997	0.04
15/09/1997	0
16/09/1997	0
17/09/1997	0
18/09/1997	0
19/09/1997	0
20/09/1997	0
21/09/1997	0
22/09/1997	0
23/09/1997	0
24/09/1997	0
25/09/1997	0
26/09/1997	0
27/09/1997	0
29/09/1997	0
30/09/1997	0.04
01/10/1997	0.04
02/10/1997	0
05/10/1997	0
06/10/1997	0
07/10/1997	0.16
08/10/1997	0.12
09/10/1997	0
12/10/1997	0
13/10/1997	0
14/10/1997	0.28
16/10/1997	0.08
18/10/1997	0
20/10/1997	0.2
22/10/1997	1.22
23/10/1997	0.28
24/10/1997	0.04
25/10/1997	0.24
27/10/1997	0
28/10/1997	0.16
30/10/1997	0.02
01/11/1997	0
02/11/1997	1.34
03/11/1997	0
04/11/1997	0
05/11/1997	0.47
06/11/1997	0.31
07/11/1997	0.04
09/11/1997	0.2
10/11/1997	0.28
11/11/1997	0.08
12/11/1997	0
13/11/1997	0
14/11/1997	0.12
15/11/1997	0.71
16/11/1997	0.35
17/11/1997	0
19/11/1997	0
20/11/1997	0.67
21/11/1997	1.61
22/11/1997	1.26
23/11/1997	0
24/11/1997	0
26/11/1997	0
27/11/1997	0.24
28/11/1997	0.75
29/11/1997	0.12
01/12/1997	1.06
02/12/1997	0
03/12/1997	0.24
04/12/1997	0.16
05/12/1997	0.24
06/12/1997	2.09
07/12/1997	0.2
08/12/1997	0.35
09/12/1997	0
10/12/1997	0
11/12/1997	0.24
12/12/1997	0.16
13/12/1997	0.02
14/12/1997	0.28
15/12/1997	0
17/12/1997	0.31
18/12/1997	0.39
19/12/1997	0
20/12/1997	0
21/12/1997	0
22/12/1997	0.04
23/12/1997	0
24/12/1997	0
10/01/1998	0.2
11/01/1998	1.77
12/01/1998	0.16
13/01/1998	0
14/01/1998	0
23/01/1998	0
24/01/1998	0
26/01/1998	0
30/01/1998	0
01/02/1998	0
05/02/1998	0
06/02/1998	0
09/02/1998	0
10/02/1998	3.46
11/02/1998	1.3
13/02/1998	0
16/02/1998	0
17/02/1998	0
18/02/1998	0
19/02/1998	0
20/02/1998	1.57
22/02/1998	0
24/02/1998	0
25/02/1998	0
26/02/1998	0
27/02/1998	0
28/02/1998	0
01/03/1998	0
02/03/1998	0
03/03/1998	0
04/03/1998	0
05/03/1998	0
06/03/1998	0
08/03/1998	0
09/03/1998	0
10/03/1998	0.04
11/03/1998	0
13/03/1998	0
14/03/1998	0
15/03/1998	0
16/03/1998	0
17/03/1998	0.01
18/03/1998	0
19/03/1998	0
20/03/1998	0.04
21/03/1998	0
22/03/1998	0
23/03/1998	0
25/03/1998	0.16
26/03/1998	0
28/03/1998	0.12
29/03/1998	0
31/03/1998	0
01/04/1998	0.02
02/04/1998	0
04/04/1998	0.04
06/04/1998	0
07/04/1998	0.98
09/04/1998	0
10/04/1998	0
14/04/1998	0
15/04/1998	0.12
16/04/1998	0.02
20/04/1998	0.47
21/04/1998	0.63
22/04/1998	0.55
24/04/1998	0.02
27/04/1998	0
28/04/1998	0.2
29/04/1998	0
30/04/1998	0
01/05/1998	0
04/05/1998	0.75
05/05/1998	0.67
08/05/1998	0
09/05/1998	0.16
12/05/1998	0
13/05/1998	0.16
19/05/1998	0
20/05/1998	0
21/05/1998	0
22/05/1998	0
23/05/1998	0
24/05/1998	0
25/05/1998	0
26/05/1998	1.02
27/05/1998	0
28/05/1998	0
29/05/1998	0
01/06/1998	0
02/06/1998	0
04/06/1998	0
06/06/1998	0
07/06/1998	0
08/06/1998	0
10/06/1998	0
13/06/1998	0
15/06/1998	0
19/06/1998	0.02
21/06/1998	0
22/06/1998	0
23/06/1998	0
24/06/1998	0
30/06/1998	0
02/07/1998	0
04/07/1998	0
06/07/1998	0
11/07/1998	0
12/07/1998	0
13/07/1998	0
20/07/1998	0
22/07/1998	0
23/07/1998	0
06/08/1998	0
13/08/1998	0
14/08/1998	0
24/08/1998	0
31/08/1998	0
07/09/1998	0
09/09/1998	0
10/09/1998	0.16
12/09/1998	0.02
14/09/1998	0
15/09/1998	0
16/09/1998	0
17/09/1998	0
24/09/1998	0.12
29/09/1998	0
06/10/1998	0
16/10/1998	0.12
02/11/1998	0.16
16/11/1998	0.28
15/12/1998	0
19/12/1998	0.08
23/12/1998	0
20/10/1999	0
21/10/1999	-0.01
23/10/1999	0
24/10/1999	0
